id,current_age,retirement_age,gender,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1039,68,64,Male,12349.00,11566.00,9102.00,536,4
176,45,71,Female,25586.00,52172.00,66085.00,667,4
1104,91,66,Male,18266.00,40141.00,805.00,850,6
946,48,66,Male,19486.00,39733.00,79302.00,781,4
1465,29,65,Female,25333.00,51651.00,22705.00,801,3
25,22,64,Female,24122.00,49190.00,122458.00,630,1
571,42,68,Male,18003.00,36711.00,84949.00,739,4
1396,22,61,Male,22728.00,46344.00,66994.00,732,3
599,26,71,Male,49534.00,100991.00,0.00,722,3
1074,62,65,Female,16097.00,32819.00,25393.00,826,5
214,30,62,Male,23446.00,47803.00,81929.00,652,1
771,44,69,Male,18961.00,38661.00,88636.00,765,3
520,45,66,Male,28278.00,57658.00,74288.00,766,5
288,45,69,Female,10909.00,22249.00,20420.00,789,3
1979,38,68,Female,31706.00,64647.00,58250.00,738,4
1253,32,64,Female,28814.00,58749.00,113308.00,768,6
311,46,68,Female,14470.00,29510.00,47153.00,752,4
1346,53,65,Female,17985.00,36672.00,99454.00,655,2
1622,41,61,Female,38878.00,79271.00,211919.00,759,1
852,35,68,Female,19693.00,40156.00,70128.00,738,3
1394,30,58,Female,28373.00,57853.00,131828.00,558,4
957,73,64,Female,33637.00,37789.00,24575.00,605,3
515,61,63,Male,20531.00,41865.00,60911.00,676,4
1303,66,69,Male,30381.00,61937.00,138153.00,684,7
1287,32,67,Female,15827.00,32274.00,72974.00,545,1
296,48,71,Male,37170.00,75785.00,117920.00,814,3
1059,50,64,Male,22345.00,45560.00,79660.00,644,3
1378,46,67,Female,20013.00,40810.00,65643.00,614,4
1297,58,67,Male,18817.00,38371.00,50530.00,703,3
1727,46,67,Female,23917.00,48762.00,143208.00,771,6
310,26,61,Male,28660.00,58435.00,134789.00,666,2
673,48,68,Male,19188.00,39124.00,66231.00,722,4
1283,50,65,Male,31226.00,63673.00,147913.00,591,4
1239,34,65,Female,18679.00,38081.00,28613.00,811,4
1691,23,61,Female,14443.00,29450.00,36002.00,692,1
1078,56,65,Female,28237.00,57576.00,161107.00,589,2
124,31,70,Female,16829.00,34311.00,6971.00,680,4
99,63,65,Female,26530.00,54095.00,76109.00,753,3
1722,24,65,Female,12089.00,24648.00,32962.00,600,1
562,37,61,Female,32793.00,66863.00,89031.00,673,1
750,61,68,Female,14793.00,30165.00,36972.00,694,2
1223,53,67,Male,92938.00,189490.00,448929.00,717,3
1319,19,68,Female,23827.00,48582.00,189348.00,546,1
575,84,65,Male,23207.00,26476.00,406.00,813,5
428,39,69,Male,27706.00,56486.00,116394.00,689,2
828,59,71,Female,17609.00,35906.00,69819.00,659,3
1580,19,61,Female,27261.00,55587.00,151141.00,621,2
1570,21,67,Female,18016.00,36733.00,0.00,761,3
846,48,66,Female,33232.00,67761.00,0.00,745,4
666,57,56,Male,22760.00,36282.00,14141.00,725,1
335,46,68,Female,27696.00,56467.00,66565.00,688,3
639,55,73,Female,18462.00,37645.00,46298.00,654,4
386,48,64,Male,24506.00,49967.00,62509.00,655,1
886,20,67,Male,31656.00,64548.00,14864.00,726,1
297,20,66,Male,13938.00,28421.00,77772.00,738,1
1860,33,65,Female,17271.00,35213.00,87653.00,719,3
581,48,67,Male,14696.00,29962.00,55000.00,684,3
1910,49,59,Male,17590.00,35868.00,48465.00,562,4
731,31,73,Male,18734.00,38193.00,39874.00,703,3
21,48,66,Male,21131.00,43084.00,0.00,850,3
273,42,72,Female,18351.00,37415.00,66403.00,665,1
63,40,64,Male,17370.00,35418.00,51741.00,660,6
786,18,62,Male,15331.00,31259.00,40701.00,798,2
1886,26,66,Male,20233.00,41255.00,85439.00,683,2
103,41,71,Female,17056.00,34774.00,78060.00,850,5
1193,90,75,Female,27934.00,51717.00,418.00,717,5
585,52,62,Male,20346.00,41483.00,64715.00,584,1
1532,28,65,Female,17079.00,34825.00,65082.00,759,1
1958,51,72,Male,18316.00,37346.00,64030.00,680,5
744,58,67,Female,21923.00,44699.00,21685.00,842,5
1836,35,73,Male,8491.00,17316.00,26872.00,748,1
477,57,67,Male,24259.00,49467.00,77465.00,697,5
1713,18,68,Female,16795.00,34242.00,0.00,837,1
1506,25,63,Male,34578.00,70502.00,90003.00,614,2
357,59,67,Female,39312.00,80156.00,61817.00,735,4
535,51,63,Female,24393.00,49737.00,136056.00,643,1
778,60,60,Male,18794.00,31003.00,23000.00,699,3
950,23,66,Female,14405.00,29376.00,51428.00,629,1
1080,56,63,Female,14425.00,29413.00,46043.00,703,2
1197,28,64,Female,27308.00,55684.00,114269.00,722,3
711,39,60,Male,20056.00,40894.00,51844.00,657,1
1731,64,66,Female,23172.00,47242.00,62224.00,704,6
451,65,67,Male,14199.00,28951.00,56777.00,711,2
1290,53,68,Male,32580.00,66428.00,197102.00,669,2
1817,52,64,Female,36253.00,73920.00,166395.00,683,1
56,22,73,Female,10539.00,21490.00,32587.00,682,2
1383,68,64,Female,31849.00,59938.00,36978.00,670,1
1915,54,65,Male,25534.00,52062.00,97881.00,775,4
1882,58,65,Male,29097.00,59322.00,145137.00,694,3
1467,26,69,Female,26120.00,53254.00,131334.00,736,1
1791,61,67,Male,16045.00,32716.00,46919.00,593,3
447,79,68,Male,19131.00,30977.00,21507.00,796,5
1640,67,71,Female,17144.00,34954.00,5942.00,729,3
636,47,69,Female,11951.00,24372.00,63295.00,793,4
782,51,66,Female,18229.00,37169.00,93844.00,722,3
316,36,69,Male,19554.00,39871.00,73726.00,719,4
1192,44,68,Female,19630.00,40026.00,70877.00,768,1
787,19,67,Female,35183.00,71740.00,38238.00,767,2
251,21,66,Male,20152.00,41087.00,22720.00,695,2
1351,18,55,Female,28730.00,58579.00,94998.00,808,1
490,86,68,Male,29557.00,33426.00,1852.00,699,4
1935,23,65,Female,22001.00,44862.00,78350.00,750,3
387,34,65,Male,22261.00,45388.00,64749.00,723,1
869,73,68,Male,22682.00,34220.00,0.00,745,5
1865,19,66,Male,58297.00,118862.00,276156.00,782,1
268,20,62,Female,29558.00,60265.00,80939.00,582,3
1124,45,66,Male,11644.00,23740.00,4313.00,841,3
721,39,67,Male,18828.00,38386.00,74820.00,850,6
813,46,70,Male,19065.00,38872.00,86648.00,585,1
152,37,68,Female,24196.00,49335.00,51520.00,773,3
1896,50,79,Female,19736.00,40246.00,74352.00,641,5
1028,50,66,Male,39789.00,81122.00,112394.00,682,5
922,18,64,Male,14352.00,29265.00,37375.00,647,1
549,51,65,Male,30557.00,62304.00,113416.00,719,4
565,54,65,Male,21381.00,43598.00,15891.00,757,4
1980,54,63,Male,22856.00,46603.00,57177.00,612,1
1494,26,71,Male,14191.00,28931.00,34511.00,711,4
1809,42,71,Female,35905.00,73208.00,115827.00,664,6
637,42,68,Female,37908.00,77288.00,46160.00,771,4
1770,30,66,Male,18415.00,37544.00,15489.00,703,4
527,58,65,Male,19926.00,40628.00,66552.00,636,1
1139,24,68,Female,15433.00,31469.00,53555.00,645,1
1459,53,65,Male,15385.00,31369.00,0.00,707,3
1544,36,65,Female,16351.00,33339.00,83353.00,679,2
1174,25,65,Male,20273.00,41338.00,90737.00,772,1
112,54,66,Female,17220.00,35114.00,24637.00,686,5
369,39,65,Male,25258.00,51499.00,7226.00,788,4
994,85,67,Female,13006.00,9795.00,396.00,771,7
1592,19,67,Male,46616.00,95045.00,132371.00,708,3
1029,66,72,Male,17944.00,36589.00,86573.00,676,3
1680,59,63,Female,28916.00,58959.00,109358.00,598,2
1052,61,61,Male,25849.00,28210.00,22961.00,655,2
494,39,68,Male,27635.00,56347.00,32530.00,779,3
94,59,72,Female,18029.00,36760.00,95755.00,593,2
425,38,67,Male,29174.00,59482.00,130605.00,688,4
1720,55,60,Female,12175.00,24827.00,60261.00,590,1
1699,67,65,Female,51631.00,52929.00,37514.00,737,7
1495,52,70,Male,31114.00,63433.00,122550.00,770,7
1005,21,67,Male,19364.00,39485.00,144101.00,685,1
439,33,59,Female,25472.00,51938.00,97252.00,697,2
1285,68,53,Female,30622.00,65298.00,18684.00,524,2
1973,58,65,Female,15950.00,32520.00,29433.00,731,4
448,41,63,Male,19359.00,39472.00,82626.00,698,1
1907,37,66,Female,16898.00,34457.00,48966.00,666,2
73,48,73,Male,26227.00,53478.00,73030.00,674,3
1097,39,68,Male,15863.00,32343.00,59006.00,732,3
1644,83,65,Male,15406.00,31943.00,1248.00,686,6
967,41,56,Female,16081.00,32789.00,47679.00,699,2
1929,29,64,Male,20536.00,41873.00,76725.00,717,1
1114,44,66,Male,18204.00,37115.00,58438.00,685,3
1087,40,65,Female,15202.00,30997.00,81716.00,722,2
95,25,67,Female,43432.00,88554.00,142154.00,701,2
1778,29,63,Male,14556.00,29682.00,65845.00,659,2
1031,61,68,Male,26369.00,53762.00,37361.00,689,8
788,19,66,Female,26718.00,54477.00,72241.00,802,2
728,30,67,Female,16224.00,33076.00,50117.00,721,3
1639,58,67,Male,24324.00,49595.00,68057.00,676,1
1587,31,67,Male,40226.00,82019.00,64583.00,695,3
1883,76,66,Male,26815.00,51942.00,22839.00,723,4
712,74,67,Female,20102.00,29130.00,8746.00,720,5
1414,71,66,Female,16835.00,13937.00,3854.00,783,4
243,20,63,Male,18714.00,38158.00,80609.00,666,1
146,47,67,Female,33701.00,68710.00,201796.00,717,3
715,37,75,Female,49195.00,100303.00,53919.00,821,2
1489,58,65,Female,25001.00,50980.00,87715.00,691,1
1232,18,69,Male,22958.00,46810.00,0.00,747,2
842,61,65,Male,50607.00,103185.00,206422.00,564,1
486,23,71,Male,22907.00,46704.00,91946.00,810,1
763,35,61,Male,50579.00,103126.00,130160.00,642,1
154,48,61,Male,18376.00,37468.00,73448.00,666,3
704,51,67,Female,55274.00,112695.00,35135.00,840,6
1409,23,65,Male,21668.00,44181.00,82622.00,701,1
1601,26,65,Female,33263.00,67820.00,86177.00,628,2
729,80,67,Female,16421.00,24884.00,1828.00,850,6
1016,41,53,Female,0.00,553.00,740.00,719,3
1214,40,64,Male,35544.00,72470.00,133421.00,711,2
1760,35,66,Female,17696.00,36081.00,118151.00,682,2
927,37,68,Male,29122.00,59375.00,0.00,729,2
1667,18,70,Male,23782.00,48491.00,158871.00,588,1
1796,60,67,Female,15138.00,30867.00,12686.00,794,3
179,33,67,Female,19605.00,39974.00,64403.00,652,2
395,39,72,Male,24331.00,49611.00,110543.00,739,4
513,24,69,Male,17584.00,35856.00,73257.00,712,4
187,35,72,Female,17537.00,35760.00,62768.00,830,1
491,40,69,Male,13249.00,27013.00,58806.00,651,3
1153,63,62,Male,24849.00,58006.00,20196.00,774,1
377,80,67,Female,24884.00,39110.00,363.00,750,5
850,38,66,Female,19661.00,40087.00,17392.00,712,2
1186,46,65,Male,17603.00,35891.00,87749.00,577,3
1694,83,65,Female,37213.00,74753.00,1585.00,726,5
716,31,70,Male,13002.00,26511.00,21869.00,769,6
1131,76,69,Male,28490.00,19682.00,0.00,683,4
1719,81,64,Female,19386.00,23217.00,2559.00,616,3
254,30,66,Male,33151.00,67589.00,0.00,734,3
226,30,68,Male,45596.00,92960.00,64167.00,724,3
1307,52,61,Female,42685.00,87030.00,156474.00,646,5
1095,72,66,Male,19329.00,22918.00,11371.00,750,5
1729,29,56,Female,24445.00,49842.00,79750.00,698,1
1466,36,75,Female,17624.00,35933.00,23451.00,812,2
1226,42,67,Male,18080.00,36860.00,65049.00,714,3
1755,53,70,Male,13864.00,28269.00,66681.00,734,6
475,20,66,Male,19827.00,40426.00,76199.00,727,1
1956,43,71,Female,18330.00,37371.00,3378.00,739,4
706,33,68,Female,33148.00,67589.00,106072.00,602,2
474,55,66,Male,39705.00,80957.00,161166.00,683,6
1259,64,69,Female,94302.00,192269.00,100192.00,700,6
320,34,75,Male,17480.00,35641.00,64419.00,625,2
93,33,69,Female,14073.00,28696.00,52910.00,686,4
1182,30,65,Male,18712.00,38153.00,92466.00,658,1
150,51,73,Female,35062.00,71490.00,0.00,782,3
1327,20,67,Female,21093.00,43006.00,26144.00,688,2
784,44,67,Male,24289.00,49523.00,89129.00,688,4
1471,31,76,Male,10730.00,21876.00,20169.00,786,2
367,27,67,Female,21992.00,44843.00,67179.00,756,2
1050,43,65,Female,17625.00,35938.00,47204.00,670,3
207,73,65,Female,16745.00,28553.00,19507.00,745,5
1838,18,68,Female,19520.00,39803.00,53607.00,695,1
798,50,68,Female,24069.00,49076.00,56547.00,715,4
1207,41,65,Male,27646.00,56368.00,71544.00,664,3
1012,35,66,Female,16114.00,32855.00,94228.00,693,2
844,65,64,Male,21401.00,18149.00,26672.00,738,2
334,44,65,Male,19818.00,40407.00,25986.00,697,3
815,19,60,Male,23747.00,48418.00,73106.00,756,2
1100,61,73,Male,29337.00,59815.00,73325.00,573,2
407,23,66,Female,20822.00,42454.00,63754.00,750,4
1244,43,69,Female,16073.00,32775.00,72785.00,637,1
1740,36,67,Male,28215.00,57532.00,61268.00,735,4
1754,34,67,Female,12910.00,26325.00,32456.00,562,1
1184,70,74,Male,33727.00,68765.00,75608.00,798,5
1440,26,58,Male,18965.00,38670.00,80894.00,630,1
200,57,65,Female,17918.00,36528.00,109785.00,701,3
1446,28,61,Male,13811.00,28163.00,50872.00,689,4
1263,56,70,Female,17977.00,36652.00,60949.00,600,3
1483,18,70,Male,26693.00,54427.00,96369.00,714,2
1085,27,66,Female,36390.00,74198.00,16084.00,838,3
1961,18,66,Male,17116.00,34904.00,46002.00,657,2
776,55,73,Male,47798.00,97455.00,219213.00,616,2
890,37,66,Female,25592.00,52181.00,26792.00,727,2
1445,68,68,Male,17969.00,27939.00,11243.00,841,5
74,54,74,Female,20579.00,41957.00,151027.00,783,3
1216,26,61,Female,19666.00,40102.00,57857.00,601,6
797,61,69,Female,30410.00,62005.00,149968.00,651,9
610,18,58,Male,21609.00,44061.00,107955.00,713,4
1917,49,69,Male,28694.00,58503.00,37838.00,680,4
975,28,67,Female,14456.00,29478.00,39224.00,675,2
109,29,66,Female,19625.00,40005.00,37694.00,737,2
547,70,66,Male,18351.00,31901.00,16285.00,778,4
347,28,63,Female,21602.00,44046.00,57982.00,557,3
201,61,65,Male,17567.00,35823.00,96691.00,732,3
1368,29,69,Female,22059.00,44976.00,80109.00,717,2
1547,28,66,Male,19635.00,40035.00,69241.00,684,2
1812,31,62,Female,25002.00,50978.00,76898.00,574,2
1379,76,72,Male,19780.00,34408.00,9107.00,701,4
82,22,68,Female,0.00,2026.00,1417.00,779,1
1053,59,66,Male,27255.00,55571.00,93460.00,636,3
1893,26,59,Male,26084.00,53182.00,99550.00,623,1
955,33,67,Male,16648.00,33944.00,53353.00,798,4
856,54,59,Male,56069.00,114318.00,328089.00,748,3
1361,67,66,Male,14848.00,28714.00,12978.00,638,2
261,41,66,Male,28985.00,59093.00,117325.00,737,5
64,39,68,Female,25242.00,51465.00,0.00,702,2
1864,20,69,Male,24904.00,50776.00,19785.00,701,1
1768,28,65,Female,25205.00,51391.00,84768.00,573,1
1151,53,65,Male,0.00,920.00,1914.00,788,3
356,50,73,Female,20315.00,41420.00,0.00,691,5
1393,52,67,Female,16901.00,34460.00,43936.00,692,2
865,41,65,Male,18531.00,37786.00,107692.00,693,5
1914,21,70,Female,20678.00,42161.00,59210.00,672,1
1641,30,69,Male,25503.00,51998.00,73575.00,640,1
707,22,67,Female,18271.00,37253.00,63522.00,576,1
3,49,65,Male,13705.00,27943.00,18693.00,681,4
754,76,69,Female,19025.00,32817.00,27209.00,705,6
148,62,66,Male,18972.00,38681.00,113190.00,663,5
127,48,68,Male,15474.00,31553.00,63938.00,729,3
1675,36,70,Male,24519.00,49993.00,52978.00,767,3
747,63,64,Male,14137.00,28828.00,49793.00,687,4
1942,77,63,Female,0.00,1.00,0.00,673,3
452,31,74,Male,31072.00,63356.00,140107.00,704,5
1157,33,58,Female,28213.00,57526.00,82715.00,812,1
1534,36,65,Male,39626.00,80794.00,3867.00,803,2
1086,57,64,Female,37407.00,76274.00,102611.00,698,2
1984,29,60,Female,19059.00,38861.00,62080.00,528,1
835,32,65,Male,22223.00,45312.00,11788.00,681,4
758,63,68,Male,21178.00,43180.00,36832.00,764,5
1795,25,66,Female,29580.00,60310.00,91017.00,647,6
1221,64,69,Female,15079.00,30747.00,51667.00,850,4
1821,21,68,Male,21394.00,43617.00,16661.00,803,3
1248,51,71,Female,21278.00,43386.00,2192.00,698,3
1900,62,62,Female,19483.00,36465.00,12789.00,688,1
597,72,66,Male,51692.00,65055.00,1676.00,736,6
1620,21,68,Male,18112.00,36924.00,71952.00,701,3
1213,34,69,Male,21373.00,43579.00,96994.00,795,3
619,54,65,Male,26478.00,53986.00,58381.00,748,4
1043,21,61,Female,47637.00,97127.00,210206.00,660,2
394,52,71,Male,34138.00,69604.00,47193.00,684,4
1376,49,68,Female,30418.00,62019.00,85666.00,543,4
834,19,68,Male,15965.00,32550.00,82878.00,746,6
837,30,65,Male,17701.00,36092.00,63276.00,679,1
1257,55,67,Male,23668.00,48259.00,146774.00,721,3
1966,42,68,Male,15447.00,31499.00,45661.00,782,4
358,36,71,Female,15243.00,31079.00,91845.00,605,2
912,46,66,Male,23244.00,47395.00,41381.00,755,2
605,42,73,Male,23316.00,47542.00,2667.00,725,3
1362,58,67,Male,35563.00,72510.00,44317.00,727,4
1513,48,66,Male,32240.00,65736.00,206000.00,733,3
1521,71,71,Female,19120.00,19581.00,21424.00,706,3
564,57,64,Male,20800.00,42411.00,111077.00,765,2
1309,87,64,Female,37485.00,55902.00,3385.00,531,1
1583,38,68,Male,25917.00,52844.00,0.00,826,3
1885,46,65,Male,18171.00,37056.00,75730.00,753,4
1566,44,64,Male,19726.00,40220.00,106171.00,718,3
401,81,71,Male,15239.00,28644.00,879.00,806,7
15,52,66,Female,14553.00,29673.00,12950.00,788,3
1666,61,62,Male,23029.00,46954.00,69753.00,578,4
509,33,66,Male,21842.00,44534.00,107410.00,702,4
954,51,65,Male,18619.00,37963.00,102716.00,772,4
832,40,67,Female,24684.00,50329.00,76759.00,625,4
1046,44,66,Male,18007.00,36715.00,74022.00,547,4
630,60,66,Male,19382.00,39521.00,61861.00,491,3
1561,78,67,Female,26707.00,51014.00,23366.00,759,4
1548,41,65,Male,35834.00,73067.00,6332.00,721,3
221,63,65,Female,21669.00,44183.00,89852.00,850,4
1991,21,65,Male,11243.00,22922.00,9004.00,694,1
1328,28,68,Female,41682.00,84987.00,162718.00,600,2
1901,63,69,Female,16542.00,33728.00,107287.00,730,3
665,81,65,Female,12406.00,11613.00,427.00,790,8
442,47,66,Male,23836.00,48600.00,23992.00,791,5
1626,58,63,Male,29571.00,60292.00,114223.00,531,1
1539,42,61,Female,28463.00,58034.00,129546.00,676,2
601,68,67,Male,15849.00,43004.00,15304.00,761,6
541,51,70,Female,14293.00,29144.00,35268.00,645,1
210,46,63,Male,12677.00,25850.00,56285.00,630,1
206,28,59,Female,18431.00,37583.00,51633.00,782,2
926,20,60,Female,20305.00,41403.00,206131.00,776,1
115,61,69,Male,49546.00,101018.00,78115.00,748,6
1779,30,69,Male,15755.00,32125.00,58712.00,733,2
248,80,67,Female,13254.00,13596.00,352.00,684,4
1003,51,62,Male,39495.00,80526.00,117380.00,632,1
294,36,59,Male,21556.00,43953.00,76915.00,607,1
118,56,68,Female,15471.00,31533.00,42315.00,753,3
292,23,65,Female,20947.00,42711.00,48493.00,717,1
755,74,67,Female,13409.00,23137.00,4871.00,642,5
1878,18,64,Male,19508.00,39778.00,60850.00,702,1
1432,42,72,Male,34205.00,69747.00,80763.00,741,4
456,54,63,Male,17140.00,34947.00,49024.00,751,3
623,63,60,Male,32083.00,77961.00,39811.00,616,3
1426,22,66,Female,56252.00,114692.00,91575.00,805,2
47,47,62,Male,12475.00,25434.00,45540.00,712,4
760,56,64,Female,18420.00,37558.00,72514.00,778,3
956,30,66,Female,23104.00,47110.00,57159.00,804,2
194,52,68,Male,15048.00,30681.00,81680.00,746,4
693,20,66,Female,31905.00,65051.00,220951.00,703,2
1246,49,67,Female,15207.00,31008.00,60527.00,713,4
641,62,68,Male,18420.00,37556.00,0.00,735,6
1060,76,68,Male,17909.00,21547.00,16040.00,785,5
1292,20,68,Male,14249.00,29051.00,5819.00,774,2
1113,19,69,Female,14200.00,28953.00,3619.00,738,2
245,39,65,Female,28826.00,58774.00,94053.00,528,2
774,46,61,Male,16378.00,33395.00,57774.00,588,2
1822,87,65,Female,14395.00,22894.00,1501.00,767,5
1209,45,67,Female,31299.00,63815.00,4832.00,699,6
997,57,67,Female,26957.00,54963.00,105623.00,675,4
1180,28,69,Male,17624.00,35940.00,54354.00,595,3
318,62,67,Male,18103.00,36911.00,93367.00,724,4
691,34,64,Female,21991.00,44838.00,109951.00,561,1
1993,59,72,Female,45509.00,92785.00,122254.00,786,6
252,67,70,Male,17161.00,34985.00,29409.00,723,6
1757,39,68,Male,20644.00,42086.00,79530.00,784,4
1324,45,61,Female,19065.00,38872.00,94970.00,663,4
1557,50,66,Female,23687.00,48295.00,109558.00,707,3
1555,28,64,Female,19474.00,39708.00,113715.00,717,3
941,56,72,Female,22273.00,45416.00,82611.00,713,1
156,36,67,Female,13739.00,28007.00,0.00,691,4
24,48,64,Female,18906.00,38554.00,47186.00,708,1
302,27,67,Female,18335.00,37384.00,120327.00,706,2
949,29,71,Female,31234.00,63684.00,96864.00,709,5
1281,92,61,Female,14632.00,26546.00,2480.00,689,6
1428,35,62,Female,13963.00,28472.00,42750.00,508,1
433,49,65,Male,15676.00,31957.00,12347.00,771,6
584,61,68,Male,14318.00,29195.00,64881.00,743,3
1832,36,67,Male,17839.00,36372.00,79220.00,684,2
222,48,70,Female,45818.00,93417.00,115916.00,714,3
648,40,61,Female,14642.00,29854.00,66044.00,674,3
1939,43,69,Female,12362.00,25207.00,34107.00,685,1
722,25,66,Male,16168.00,32966.00,73741.00,707,1
1889,66,67,Male,23528.00,47972.00,0.00,748,5
1229,50,66,Male,24206.00,49350.00,20942.00,713,6
505,39,63,Female,14901.00,30383.00,58466.00,609,2
1083,44,65,Female,18916.00,38568.00,66300.00,756,4
1656,35,69,Female,20179.00,41141.00,81016.00,706,3
568,24,66,Male,18895.00,38526.00,60556.00,778,1
1373,35,66,Female,16764.00,34181.00,50668.00,764,2
667,83,63,Male,30325.00,41763.00,2279.00,714,5
480,50,68,Male,42234.00,86113.00,177353.00,713,6
569,52,73,Male,22377.00,45625.00,81136.00,662,1
1600,62,66,Female,49629.00,101193.00,124771.00,747,3
1063,64,66,Male,18590.00,37898.00,36994.00,716,5
32,82,67,Female,23074.00,52315.00,3174.00,695,4
1040,28,67,Female,39269.00,80060.00,0.00,689,2
396,89,72,Female,38274.00,50341.00,3270.00,735,5
1498,47,66,Female,24911.00,50790.00,3547.00,726,4
104,33,65,Female,18334.00,37384.00,49182.00,713,3
1062,58,65,Male,17302.00,35274.00,35234.00,708,3
1845,30,68,Male,23199.00,47300.00,93788.00,784,1
1657,35,68,Male,12849.00,26201.00,42551.00,655,1
1106,62,62,Female,16842.00,20783.00,23623.00,699,3
1867,33,69,Male,21563.00,43968.00,71218.00,644,1
1045,27,66,Male,16568.00,33778.00,10058.00,757,1
1786,48,63,Female,18936.00,38611.00,93255.00,755,5
1569,68,65,Female,20153.00,39082.00,16870.00,722,4
899,29,65,Female,23487.00,47891.00,114299.00,629,1
1595,47,65,Female,25537.00,52063.00,87549.00,753,2
446,23,68,Male,24200.00,49342.00,56137.00,703,1
53,49,68,Female,19471.00,39700.00,59062.00,701,3
1136,23,65,Male,33727.00,68767.00,119831.00,723,3
551,65,67,Male,19392.00,39543.00,53182.00,776,3
1491,41,68,Female,22662.00,46209.00,56034.00,710,4
330,36,71,Male,31595.00,64419.00,183210.00,711,1
392,50,65,Female,16234.00,33098.00,59605.00,775,3
1144,57,66,Female,14959.00,30495.00,70825.00,773,4
1163,45,61,Male,32943.00,67170.00,114251.00,489,3
230,39,65,Female,17412.00,35501.00,78801.00,693,4
1066,46,65,Female,26545.00,54124.00,0.00,727,2
460,65,65,Male,44664.00,40957.00,64144.00,608,4
1661,42,67,Female,35553.00,72478.00,63078.00,728,2
1926,70,67,Female,17736.00,26574.00,5244.00,689,3
27,78,63,Female,22304.00,23821.00,22427.00,613,8
365,55,70,Female,18719.00,38165.00,45891.00,719,1
50,68,72,Female,19243.00,39238.00,85457.00,702,4
653,19,65,Female,25308.00,51601.00,79143.00,745,1
743,44,66,Female,15938.00,32491.00,24515.00,682,3
999,19,62,Female,23691.00,48308.00,106571.00,703,4
940,49,61,Female,20499.00,41800.00,67836.00,699,6
534,27,74,Female,29680.00,60510.00,23196.00,790,3
1460,24,65,Female,30288.00,61760.00,163824.00,590,2
59,85,69,Female,16654.00,25066.00,424.00,695,7
1908,78,66,Female,24801.00,44469.00,12777.00,733,5
1436,21,55,Female,21992.00,44842.00,54189.00,500,4
1230,18,50,Male,14305.00,29169.00,37230.00,754,1
324,21,68,Female,42850.00,87372.00,40547.00,792,3
992,46,70,Male,26918.00,54881.00,3584.00,700,4
198,49,73,Female,15447.00,31497.00,30805.00,702,3
1017,24,69,Male,14076.00,28703.00,94364.00,560,1
1813,35,66,Female,27637.00,56350.00,120125.00,808,4
1989,31,66,Male,33295.00,67886.00,7137.00,803,4
1148,54,70,Male,18007.00,36711.00,47490.00,687,4
872,61,66,Female,15451.00,31505.00,59730.00,655,4
458,46,62,Male,24064.00,49068.00,123937.00,530,2
920,41,68,Female,14078.00,28704.00,103891.00,700,2
1598,82,61,Male,12508.00,26126.00,1213.00,697,5
1876,50,70,Male,21869.00,44587.00,17148.00,775,6
412,25,65,Male,22964.00,46822.00,0.00,810,4
190,40,67,Male,21801.00,44452.00,12409.00,711,5
163,37,73,Male,16237.00,33108.00,44044.00,829,2
567,25,69,Male,16445.00,33534.00,76166.00,761,3
503,47,61,Female,14497.00,29564.00,54279.00,694,2
469,67,67,Female,26675.00,46945.00,17835.00,682,4
1851,48,72,Male,37121.00,75682.00,37163.00,727,5
1523,61,73,Female,19453.00,39661.00,74740.00,850,4
35,20,64,Male,23785.00,48495.00,97630.00,773,3
317,67,65,Female,15436.00,19199.00,15091.00,715,3
1195,75,68,Male,23553.00,40696.00,15691.00,801,6
1238,31,72,Female,47408.00,96661.00,73401.00,721,2
432,55,64,Female,13018.00,26546.00,32087.00,686,5
1082,34,67,Female,16643.00,33934.00,42945.00,622,3
120,50,71,Female,29924.00,61008.00,0.00,781,4
1289,33,64,Male,20995.00,42808.00,117011.00,758,1
1502,21,67,Male,44196.00,90104.00,85204.00,787,2
1497,55,64,Female,17435.00,35553.00,76077.00,623,1
1047,26,67,Male,26269.00,53554.00,119852.00,689,2
0,33,69,Male,29237.00,59613.00,36199.00,763,4
351,91,70,Female,13810.00,17150.00,375.00,807,6
1797,67,65,Male,24971.00,30962.00,15336.00,743,5
1386,59,62,Male,18600.00,37927.00,79299.00,712,1
1122,33,66,Female,34188.00,69706.00,97070.00,785,2
255,18,57,Female,21214.00,43253.00,56323.00,718,1
765,18,68,Male,17707.00,36101.00,46425.00,778,2
703,53,66,Female,19798.00,40363.00,111112.00,711,4
1919,83,59,Male,37846.00,80493.00,2027.00,610,5
791,78,57,Female,22682.00,39263.00,24246.00,645,4
199,67,67,Female,32580.00,78329.00,40161.00,720,3
282,42,66,Male,12547.00,25585.00,59827.00,702,4
908,62,70,Male,22685.00,46256.00,106753.00,650,3
880,28,65,Male,19301.00,39354.00,26700.00,685,2
770,35,66,Male,29793.00,60746.00,88165.00,706,4
1169,51,68,Female,30358.00,61901.00,29627.00,726,7
522,26,65,Female,21313.00,43454.00,79295.00,774,2
1736,43,67,Male,22456.00,45789.00,94014.00,695,4
506,56,68,Male,25916.00,52841.00,36288.00,733,5
131,23,75,Female,18494.00,37717.00,60367.00,688,3
76,22,63,Female,25313.00,51613.00,62635.00,649,2
